,Unnamed: 0.1,Unnamed: 0,trans_date_trans_time,cc_num,merchant,category,amt,first,last,gender,street,city,state,zip,lat,long,city_pop,job,dob,trans_num,unix_time,merch_lat,merch_long,is_fraud,state_enc
10,192121,192121,2019-04-08 22:26:34,180014262259255,"fraud_Moore, Dibbert and Koepp",misc_net,913.18,Brianna,Page,F,0043 Henry Plaza,Brantley,AL,36009,31.571,-86.2743,2566,Exercise physiologist,1958-06-26,458af6eaca8fb550a8ecabccec3367d2,1333923994,31.146741,-86.785086,1,1
11,746751,746751,2019-11-15 23:40:11,4348786085525522,fraud_Schmidt and Sons,shopping_net,939.75,John,Nichols,M,862 Anderson Highway,Bryant,WI,54418,45.203,-88.9983,1080,Information systems manager,1979-01-08,6dc1c4dd7c0e3a7dbe3aeed21748aaf8,1353022811,46.148475,-88.037162,1,48
12,785950,785950,2019-12-01 10:39:10,2288813824604479,fraud_Bruen-Yost,misc_pos,20.95,Barbara,Norman,F,6278 Stephanie Unions,New York City,NY,10039,40.8265,-73.9383,1577385,Herbalist,1981-08-29,fd05f1953b366c7cadf4061480d63903,1354358350,40.579315,-73.335194,0,34
13,53951,53951,2019-02-01 23:15:25,4952583804639909,"fraud_Kerluke, Kertzmann and Wiza",misc_net,938.73,Patricia,Rodriguez,F,386 Randolph Throughway,Warren,OH,44483,41.2639,-80.8164,75903,Magazine features editor,1957-04-05,2e750181ebdc8ee9518920eb6a10edb1,1328138125,40.876763,-80.526801,1,35
14,439620,439620,2019-07-15 01:38:01,3506040590383211,"fraud_Tillman, Dickinson and Labadie",gas_transport,11.16,Michael,Orozco,M,13956 Hughes Causeway Suite 124,Alder,MT,59710,45.1939,-112.0568,286,Chief of Staff,1989-03-09,8646e69d108e22c2ce3c0c174118ef40,1342316281,46.130703,-112.803301,1,26
15,524219,524219,2019-08-13 23:05:38,4555104582813474,"fraud_Douglas, Schneider and Turner",shopping_pos,885.42,Chris,Daniel,M,025 White Fork Apt. 633,Rock Glen,PA,18246,40.954,-76.1747,143,Health and safety adviser,1982-02-19,1f6cc3b10ad4c5f46a5c20dbee3076b3,1344899138,40.110486,-76.543565,1,38
16,50239,50239,2019-01-30 01:27:09,3575789281659026,fraud_Mohr-Bayer,shopping_net,1041.76,Lindsay,Wilson,F,7618 Gonzales Mission,Centerview,MO,64019,38.7897,-93.8702,2368,Electronics engineer,1989-07-17,5484d0fdfdcc6dcfa433bf59cec1fb82,1327886829,38.85913,-93.019556,1,24
17,597543,597543,2019-09-10 12:19:46,676195318214,fraud_Bartoletti and Sons,personal_care,29.32,Brandy,Quinn,F,9734 Beard Fields Suite 885,Altair,TX,77412,29.6047,-96.5249,106,"Editor, film/video",1983-07-24,6e9bb76e9141c30a4cd851e960176e6f,1347279586,29.07221,-97.374068,0,43
18,842882,842882,2019-12-14 07:38:33,2256234701263057,fraud_Kilback LLC,grocery_pos,58.6,Christopher,Grimes,M,39631 Dunn Radial,Grantham,NH,3753,43.5103,-72.1334,2971,Charity fundraiser,1948-04-11,c81429158726a02441742af904aa6591,1355470713,43.864061,-71.862145,0,30
19,188031,188031,2019-04-07 16:25:00,4839615922685395,"fraud_Armstrong, Walter and Gottlieb",food_dining,143.4,Phillip,Robertson,M,85344 Smith Gateway Apt. 280,Harrodsburg,IN,47434,39.013,-86.5457,76,Social researcher,1955-05-06,8468d275eb82aff8bf9338c74051cf9a,1333815900,38.014045,-86.208013,0,15
20,199806,199806,2019-04-13 06:10:38,213161231269724,"fraud_Kutch, Hermiston and Farrell",gas_transport,43.1,Alyssa,Morgan,F,622 Robin Run Suite 764,Gadsden,AL,35901,34.048,-85.9246,67082,Physiological scientist,1963-02-09,8c748364ad08a93cd3f81c3a3f3373c5,1334297438,34.450578,-86.125207,0,1
21,418204,418204,2019-07-07 16:29:09,30248898834493,fraud_Hamill-D'Amore,health_fitness,49.64,Michael,Rodriguez,M,172 Paula Inlet Apt. 650,Cross Plains,TX,76443,32.1482,-99.1872,1897,Chief Operating Officer,1953-04-19,bee71ea177633103904ecd42ddad1474,1341678549,31.510777,-99.629622,0,43
22,799543,799543,2019-12-04 02:38:32,4348786085525522,"fraud_Johnston, Nikolaus and Maggio",grocery_net,48.61,John,Nichols,M,862 Anderson Highway,Bryant,WI,54418,45.203,-88.9983,1080,Information systems manager,1979-01-08,7932f4e251dde9162365d5c37e05bb77,1354588712,44.419818,-88.250806,0,48
23,351709,351709,2019-06-14 08:45:05,3551512895305309,"fraud_Swaniawski, Lowe and Robel",shopping_pos,4.02,Erika,Anderson,F,3786 Hale Corners,Rochester,KY,42273,37.2048,-86.8592,443,"Development worker, international aid",1947-07-15,d1b78d9f879293c6907406c151d5e38d,1339663505,37.944726,-87.673417,0,17
24,628880,628880,2019-09-24 01:09:38,675990301623,fraud_Bailey-Morar,grocery_pos,138.92,Amanda,Spencer,F,6682 Green Forks,Ogdensburg,NJ,7439,41.0767,-74.5982,2456,Senior tax professional/tax inspector,1994-03-13,76177649e56dc6346efd0e72fcda3a8b,1348448978,41.77284,-74.430915,0,31
25,796150,796150,2019-12-02 23:45:58,5130484058948421,fraud_Medhurst PLC,shopping_net,958.16,Ronald,White,M,25713 Hamilton Grove Apt. 903,Beaverdam,OH,45808,40.8314,-83.9758,349,Museum/gallery conservator,1978-12-25,de705c82a515786fd01ff9f59a34e6ef,1354491958,41.587861,-83.102198,1,35
26,825180,825180,2019-12-09 15:13:07,3513618443244549,fraud_Barton LLC,kids_pets,21.85,Amber,Perez,F,954 Reyes Ways,Fulton,SD,57340,43.7588,-97.8712,355,Financial adviser,1955-06-26,da70e6e89a6bc9699b951534aec23a38,1355065987,44.018918,-98.106867,0,41
27,638573,638573,2019-09-29 02:17:33,3502377050801561,fraud_Prohaska-Murray,gas_transport,7.94,Kathleen,Martin,F,659 Nicole Cove Suite 560,New Waverly,TX,77358,30.5354,-95.4532,4993,"Scientist, biomedical",1948-11-30,9430c7ef3b2c6d6ac56e1f5e4f9ced44,1348885053,29.788782,-95.182048,1,43
28,336516,336516,2019-06-08 20:57:45,180048185037117,fraud_Connelly-Carter,home,16.16,Mary,Wall,F,2481 Mills Lock,Plainfield,NJ,7060,40.6152,-74.415,71485,Leisure centre manager,1974-07-19,75040c2086f73e696037dcadcda50d2a,1339189065,41.550207,-75.376875,0,31
29,893573,893573,2019-12-25 01:20:18,4158008602445,fraud_Paucek-Wiza,grocery_net,79.89,Alicia,Miller,F,976 Hubbard Lodge,Randolph,MN,55065,44.5274,-93.0196,1201,Barrister,1979-12-27,357dd7e23d1d8b0b3598e0f2d47047f6,1356398418,44.519863,-93.823201,0,23
30,17253,17253,2019-01-11 08:13:30,2712209726293386,fraud_Kiehn-Emmerich,grocery_pos,180.06,Jenna,Brooks,F,50872 Alex Plain Suite 088,Baton Rouge,LA,70808,30.4066,-91.1468,378909,"Designer, furniture",1977-02-22,215e618bd4099d66a1d7cd6094eee89f,1326269610,30.813471,-90.583851,0,18
31,158127,158127,2019-03-25 05:47:41,4060579726528237,fraud_Conroy-Emard,food_dining,57.87,Steven,Sanders,M,25955 Amy Via,Ozawkie,KS,66070,39.2136,-95.4404,2661,Theatre director,1948-11-14,5ac0cab5b5d32533e8e9f6d9852efa60,1332654461,38.553895,-96.437263,0,16
32,185739,185739,2019-04-06 21:58:04,4642255475285942,fraud_Pollich LLC,home,264.81,Sabrina,Johnson,F,320 Nicholson Orchard,Thompson,UT,84540,38.9999,-109.615,46,"Surveyor, minerals",1987-04-23,af2f969797fa4d8ab2ba517832193284,1333749484,38.772887,-109.509884,0,44
33,139509,139509,2019-03-17 09:23:40,3533742182628021,"fraud_Lind, Huel and McClure",gas_transport,45.33,Robert,Haynes,M,857 Aaron Circles Suite 398,Johns Island,SC,29455,32.8357,-79.8217,20478,Materials engineer,1997-06-04,4b97533b71b63e31941a6d0ed59b3134,1331976220,32.559261,-79.20156,0,40
34,974426,974426,2020-01-30 03:29:42,60487002085,fraud_Harber Inc,gas_transport,67.95,David,White,M,66234 Hall Lock Suite 758,Jackson,MS,39211,32.3739,-90.1293,233060,"Horticulturist, commercial",1972-08-15,c8fdfb9ca24a7943cdd1075dcfd0ed98,1359516582,33.033962,-89.696852,0,25
35,869771,869771,2019-12-20 03:53:20,2291163933867244,fraud_McDermott-Weimann,grocery_pos,280.91,Jeff,Elliott,M,351 Darlene Green,Columbia,SC,29209,33.9659,-80.9355,333497,Mechanical engineer,1968-03-19,609eac7ab8d5c9d6fba0cd4ce64f384e,1355975600,34.140151,-80.824935,1,40
36,154139,154139,2019-03-23 22:17:49,2720830304681674,fraud_Jakubowski Inc,home,245.23,Melissa,Aguilar,F,21326 Taylor Squares Suite 708,Clarksville,TN,37040,36.522,-87.349,151785,Pathologist,1974-03-28,a65bc10790b36bf9605c35a41a27baa9,1332541069,35.730591,-88.034248,1,42
37,771686,771686,2019-11-26 02:50:56,4671727014157745,fraud_Ankunding LLC,shopping_net,65.51,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,1955-07-25,3d5f7ac05ae8c5dde9d6bb0829a38b1a,1353898256,40.668925,-84.812377,0,15
38,291976,291976,2019-05-23 22:22:07,4426075337087318654,fraud_Terry-Huel,shopping_net,1009.31,Kyle,James,M,621 Smith Hollow Apt. 738,Topeka,KS,66616,39.0645,-95.6413,163415,Clinical cytogeneticist,1975-06-25,cc7990414bab68559116b78c59efbb1f,1337811727,39.90999,-94.85084,1,16
39,911207,911207,2019-12-29 08:04:05,4451952084362894,"fraud_Goyette, Howell and Collier",shopping_pos,117.7,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,1980-07-30,39891272ae1ebd404173492214b1b610,1356768245,34.18218,-101.682702,0,43
40,824334,824334,2019-12-09 12:30:50,4800395067176717,fraud_Johns Inc,entertainment,14.47,Daniel,Owens,M,88794 Mandy Lodge Apt. 874,Howells,NE,68641,41.6964,-96.9858,1063,Research scientist (maths),1928-04-02,28421fefd18f80748bb112d2c7114f96,1355056250,40.773233,-97.412843,0,29
41,551874,551874,2019-08-24 10:47:22,4939976756738216,fraud_Goyette Inc,shopping_net,1101.16,Michelle,Johnston,F,3531 Hamilton Highway,Roma,TX,78584,26.4215,-99.0025,18128,IT trainer,1990-11-07,d7256552cfb0189790a98ba4a0e3943f,1345805242,26.734875,-99.753218,1,43
42,38690,38690,2019-01-23 09:50:46,6528911529051375,fraud_Kling Inc,gas_transport,73.95,Diane,Smith,F,195 Murray Overpass Apt. 384,Winter,WI,54896,45.8327,-91.0144,1478,Neurosurgeon,1965-04-27,468a5c0d26e736c2b0ca10d1c28a79c0,1327312246,44.893036,-91.09086,0,48
43,35695,35695,2019-01-21 21:06:51,3592931352252641,"fraud_Zemlak, Tillman and Cremin",personal_care,32.5,Dylan,Garcia,M,923 Jordan Road,Afton,MN,55001,44.8696,-92.8234,2916,Barrister's clerk,1935-06-29,07f48c6ad8a88883d6e0ab152f2e38dc,1327180011,44.018527,-93.216874,0,23
44,309135,309135,2019-05-29 23:02:02,3551217896304745,fraud_Parker-Kunde,personal_care,19.79,Sara,Harris,F,597 Jenny Ford Apt. 543,Tupper Lake,NY,12986,44.232,-74.4905,6120,Chartered loss adjuster,1976-10-09,a5cb54f3358c10ef846c8f303691a052,1338332522,44.698146,-73.69653,1,34
45,78009,78009,2019-02-15 23:15:23,503848303379,"fraud_Towne, Greenholt and Koepp",shopping_net,1079.81,Gregory,Wallace,M,27203 Darrell Landing,Saint James City,FL,33956,26.529,-82.0916,3776,Sport and exercise psychologist,1976-09-12,c13728b4adb6f90a1fadacba3a3fd077,1329347723,26.0321,-81.986782,1,9
46,293822,293822,2019-05-24 18:51:01,4671727014157745,"fraud_Douglas, DuBuque and McKenzie",travel,9.76,Kenneth,Edwards,M,3653 Ryan Crossroad,Andrews,IN,46702,40.8618,-85.6067,2304,Retail banker,1955-07-25,91e7685e2fd00e4f7b0e0f4a6cdb51da,1337885461,40.193638,-86.58363,0,15
47,169950,169950,2019-03-30 22:26:39,4629451965224809,"fraud_Gottlieb, Considine and Schultz",shopping_net,1051.95,Karen,Warren,F,4900 Curtis Gardens Suite 952,Hahira,GA,31632,30.9416,-83.3574,10295,"Teacher, special educational needs",1997-12-26,aa29fd42123bda2a86fd02215f0e2ae5,1333146399,31.211488,-83.939532,1,10
48,932425,932425,2020-01-05 16:37:41,3523843138706408,fraud_Zulauf LLC,personal_care,20.88,Grace,Williams,F,28812 Charles Mill Apt. 628,Plantersville,AL,36758,32.6176,-86.9475,1412,Drilling engineer,1970-11-20,f004eac11bc3b71c69dd8b5b94fbbeaf,1357403861,31.916783,-87.438882,1,1
49,771773,771773,2019-11-26 04:27:15,4306586894261180,fraud_Mraz-Herzog,gas_transport,74.69,Renee,Walls,F,86542 Jessica Fords Apt. 706,Veedersburg,IN,47987,40.1186,-87.2602,4049,"Development worker, community",1959-10-19,29df6ae8be8bbf836c41d28901d2b4c6,1353904035,39.961785,-87.386447,0,15
50,736829,736829,2019-11-10 22:55:01,3560246577314524,fraud_Padberg-Rogahn,entertainment,373.48,Sarah,Scott,F,03090 Fisher Forges Apt. 200,Wichita,KS,67216,37.6223,-97.3136,409656,Textile designer,1930-10-21,622a7b6c73feec32cdad9506d6950362,1352588101,37.595199,-98.117069,1,16
51,559989,559989,2019-08-26 14:09:09,3531129874770000,fraud_Kub PLC,personal_care,22.06,Shelby,Mitchell,F,974 Cindy Stream,Brandon,VT,5733,43.8065,-73.0882,5895,"Scientist, marine",1975-07-13,05a1829f6476d3bb45e7a27b986ecb88,1345990149,44.488214,-72.12683,1,46
52,341194,341194,2019-06-10 02:17:39,345933964507467,"fraud_Moen, Reinger and Murphy",grocery_pos,333.78,Carol,Dillon,F,27479 Reeves Dale,Whaleyville,MD,21872,38.4121,-75.2811,718,Regulatory affairs officer,1985-03-19,8d1328ded29314398f5db6ce42155d92,1339294659,37.802636,-74.296547,1,20
53,958631,958631,2020-01-20 12:56:50,4119762878330989,fraud_Pollich LLC,home,20.33,Melinda,Gutierrez,F,1497 West Gateway,Eureka,IL,61530,40.7152,-89.2706,6713,Archivist,1945-08-19,3ca6a94414e8c390120c9f4f0235d203,1358686610,41.628713,-89.334763,0,14
54,240768,240768,2019-04-30 15:29:00,4451952084362894,"fraud_Konopelski, Schneider and Hartmann",food_dining,64.37,Joseph,Davis,M,941 Adam Stravenue,Nazareth,TX,79063,34.5444,-102.1069,686,Petroleum engineer,1980-07-30,478982948da08a0dceeb53310c80f099,1335799740,34.369644,-102.756168,0,43
55,508639,508639,2019-08-08 22:26:46,6011693194885790,fraud_Bernier and Sons,kids_pets,25.76,Victoria,Fleming,F,2807 Parker Station Suite 080,Stanchfield,MN,55080,45.6675,-93.2433,2607,"Lecturer, further education",1995-12-04,82d32b3e0942bcc1daa8f638b7d78ac1,1344464806,44.927112,-92.827959,0,23
56,545704,545704,2019-08-21 20:23:00,2222001896600109,fraud_Eichmann-Kilback,home,18.91,Susan,Hernandez,F,2193 Osborne Run Apt. 789,Moro,IL,62067,38.9318,-89.9618,2401,"Buyer, industrial",1972-01-03,00d74ce59b584dba489e48c72da02134,1345580580,39.884898,-89.653194,0,14
57,896383,896383,2019-12-25 22:19:59,4879265611163287,fraud_Rempel Inc,shopping_net,883.87,Collin,Brown,M,995 Benjamin Bypass,Du Pont,GA,31630,31.0,-82.8555,419,Advertising account executive,1990-10-28,1218e3f3096cce15c769a1e1c3e154cc,1356473999,31.297969,-82.533771,1,10
58,100398,100398,2019-02-28 22:00:08,630425673344,fraud_Schiller Ltd,personal_care,49.17,Bryan,Miller,M,411 Laurie Fords,Cass,WV,24927,38.388,-79.9906,365,Special effects artist,1970-03-14,5a6eda7b6b6f8fca98f25170ab3471b9,1330466408,38.502938,-79.940961,1,49
59,368453,368453,2019-06-19 23:22:54,6506116513503136,"fraud_Nienow, Barrows and Romaguera",personal_care,15.41,Kimberly,Rice,F,63991 Destiny Rue Apt. 651,Tyler,TX,75703,32.2768,-95.3031,144160,Sports development officer,1984-05-04,c55bed98045df65c61502252732c5ddb,1340148174,32.813963,-94.393104,1,43
60,83685,83685,2019-02-18 22:00:04,180047222886866,"fraud_Streich, Rolfson and Wilderman",kids_pets,18.23,Christine,Shaffer,F,14017 Thomas Plaza,Loami,IL,62661,39.6704,-89.8588,1213,English as a foreign language teacher,1991-04-22,d63fcf5d8463a2a77fa080b3553f1f66,1329602404,39.175022,-90.571176,1,14
61,154949,154949,2019-03-24 05:46:52,4471568287204,"fraud_Haley, Jewess and Bechtelar",shopping_pos,28.69,Dakota,Maldonado,M,369 Cochran Radial,Pelham,NC,27311,36.4899,-79.4736,3402,Insurance underwriter,1927-10-24,135e3db05813231f8b82d5c441551d4f,1332568012,36.487509,-79.690104,0,27
62,534041,534041,2019-08-17 21:35:10,3583093681934489,fraud_Berge-Ullrich,home,16.86,Hannah,Knight,F,0900 Beverly Landing,Louisville,KY,40209,38.1901,-85.7519,736284,"Education officer, museum",1961-09-13,1dc82a625d485d1e8286894b62e7a4bf,1345239310,38.956594,-86.726796,0,17
63,656738,656738,2019-10-06 19:19:15,4260128500325,fraud_Johns Inc,entertainment,457.21,Whitney,Gallagher,F,0374 Courtney Islands Apt. 400,Deane,KY,41812,37.2409,-82.7696,230,"Conservation officer, historic buildings",1997-08-04,3ddfbe5c21598f92ebce4228b68b892e,1349551155,36.993575,-82.17713,1,17
64,156956,156956,2019-03-24 20:32:49,501851115094,fraud_Pouros-Conroy,shopping_pos,1194.56,Sydney,Morales,F,755 Moses Harbor,Coulee Dam,WA,99116,48.0379,-118.9419,1439,"Pilot, airline",1999-09-29,01bf7a14675b05386d21facc365ef071,1332621169,47.387798,-118.757079,1,47
65,33256,33256,2019-01-20 20:11:47,4653879239169997,fraud_Schmidt and Sons,shopping_net,4.49,Monica,Tucker,F,302 Christina Islands,Smiths Grove,KY,42171,37.0581,-86.1938,6841,"Therapist, sports",1999-06-06,04837a1a2b91467ce51e647be8cc0244,1327090307,37.484669,-87.023259,0,17
66,955361,955361,2020-01-19 02:05:29,6538891242532018,fraud_Auer-West,shopping_net,1016.4,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",1977-03-23,df8ade0fa700c82732b7fe6b35481e74,1358561129,35.518142,-91.403596,1,2
67,32735,32735,2019-01-20 14:44:22,374497717543058,fraud_Prosacco LLC,personal_care,34.94,Linda,Hurst,F,31701 Tucker Square Suite 893,Wilton,ND,58579,47.1709,-100.7944,1190,"Designer, ceramics/pottery",1948-06-30,f23732b4d9469259a6178cf8a74f654e,1327070662,47.985139,-101.309685,0,28
68,173247,173247,2019-03-31 23:25:14,3533012926413100,fraud_Romaguera Ltd,health_fitness,19.74,Megan,Bernard,F,128 Nathan Ramp,Barneveld,NY,13304,43.2237,-75.1612,1684,IT trainer,1994-03-01,8638e0ce93fa36b9911ca792120f2410,1333236314,42.776201,-75.757786,1,34
69,603812,603812,2019-09-14 00:52:19,6538891242532018,fraud_McCullough LLC,misc_pos,47.31,Jodi,Rodriguez,F,5796 Lee Coves Apt. 286,Walnut Ridge,AR,72476,36.0244,-90.9288,7155,"Engineer, control and instrumentation",1977-03-23,ff8c4627ca52b96a4d08b99ffeafe3ad,1347583939,35.967475,-90.130161,0,2
70,729198,729198,2019-11-07 23:14:36,6011934240159560,fraud_Beier-Hyatt,shopping_pos,764.06,Joshua,Cohen,M,426 Mark Ports,Brooklin,ME,4616,44.2541,-68.5565,824,"Loss adjuster, chartered",1974-11-02,9791383210fc469b73bbcb82a1b8ac30,1352330076,43.92699,-67.569238,1,21
71,541788,541788,2019-08-19 22:09:36,30135235368675,fraud_Ullrich Ltd,kids_pets,21.69,Amanda,Williams,F,02018 Gary Key Apt. 911,Independence,MO,64058,39.1412,-94.3515,123373,"Engineer, production",1992-11-27,7bfe1d132fcb3cb10a1b58a544bfa54f,1345414176,38.182304,-93.837303,1,24
72,110107,110107,2019-03-04 01:19:51,30407675418785,fraud_Reynolds-Schinner,misc_pos,800.75,Danielle,Evans,F,76752 David Lodge Apt. 064,Breesport,NY,14816,42.1939,-76.7361,520,Psychotherapist,1991-10-13,90228608c71eda9c03a6efd298aaa728,1330823991,41.902775,-76.794313,1,34
73,25556,25556,2019-01-15 16:26:28,3533012926413100,fraud_Weber and Sons,food_dining,57.83,Megan,Bernard,F,128 Nathan Ramp,Barneveld,NY,13304,43.2237,-75.1612,1684,IT trainer,1994-03-01,64114942c13b74ed74495bd250b63fe6,1326644788,43.923513,-74.494726,0,34
74,682297,682297,2019-10-18 12:38:10,30092964733035,fraud_Daugherty LLC,kids_pets,10.64,Jessica,Terry,F,6412 Elizabeth Gardens Suite 633,Maysville,KY,41056,38.6207,-83.8067,14228,Advertising account executive,1971-03-26,c986e78d6f0a0a7f2c6e1f2b3d10abed,1350563890,38.754702,-83.134875,0,17
75,648708,648708,2019-10-03 13:12:49,3586955669388457,"fraud_O'Connell, Botsford and Hand",home,77.11,Benjamin,Rogers,M,24191 Elizabeth Mill,Bolivar,PA,15923,40.3673,-79.1605,1770,"Administrator, local government",1994-12-08,fcdabf8aa307e57b21b1f4b3543f3565,1349269969,40.956215,-79.815979,0,38
76,185545,185545,2019-04-06 20:26:31,213148039875802,fraud_Beier and Sons,home,6.03,Jill,Jacobs,F,034 Kimberly Mountains,Brandon,FL,33510,27.9551,-82.2966,79613,Environmental consultant,1978-11-30,c66293b337745f7293be041d9cfaef56,1333743991,27.725006,-81.306217,0,9
77,597378,597378,2019-09-10 08:49:05,213148039875802,fraud_Auer-Mosciski,grocery_pos,382.41,Jill,Jacobs,F,034 Kimberly Mountains,Brandon,FL,33510,27.9551,-82.2966,79613,Environmental consultant,1978-11-30,b3c40d5dbe4e30869d7f69864dbc3620,1347266945,27.783001,-81.769456,1,9
78,130446,130446,2019-03-12 23:31:45,4500002361389,fraud_Rau and Sons,grocery_pos,328.01,Joseph,Nixon,M,86882 Desiree Camp Suite 047,Tyaskin,MD,21865,38.2833,-75.8465,470,Music tutor,1965-04-07,da30a9516f2b0a2da91857c57595fcfe,1331595105,38.03827,-75.783411,1,20
79,63635,63635,2019-02-07 06:11:51,577891228931,fraud_Koepp-Parker,grocery_pos,304.08,Lisa,Carpenter,F,48437 English Ways Suite 579,La Grande,OR,97850,45.3304,-118.0852,16955,"Engineer, site",1961-06-16,011b27ba6a78e2f4f8a0468ce5f3c5b1,1328595111,44.559052,-117.642777,1,37
80,229155,229155,2019-04-26 02:48:15,6011348830550197,fraud_Rau and Sons,grocery_pos,296.76,Samuel,Johnston,M,16285 Jessica Lights,Birmingham,AL,35229,33.4629,-86.7904,493806,Musician,1980-07-12,dbdce12d096f0cb711b2502253bcfb38,1335408495,33.041681,-87.696151,1,1
81,915874,915874,2019-12-29 23:57:39,4629125581019,"fraud_Herman, Treutel and Dickens",misc_net,812.12,Brandy,Johnson,F,446 Daniel View Suite 663,Benton,TN,37307,35.173,-84.6544,4870,Dancer,1957-04-15,e5a6feca216c26a36cf58db32d2d315c,1356825459,35.927193,-83.688705,1,42
82,95582,95582,2019-02-25 22:15:35,4492677353108006,fraud_Kerluke Inc,misc_net,840.98,Ashlee,Long,F,76332 Maria Squares,Phelps,NY,14532,42.9582,-77.0473,4431,Comptroller,1925-08-29,14b3f9718c8792c6c9958682f4b2c2c1,1330208135,42.522977,-76.579695,1,34
83,209442,209442,2019-04-16 22:20:11,6550399784335736,fraud_Goyette Inc,shopping_net,928.13,Harry,Mckee,M,95351 Sullivan Viaduct Apt. 239,Port Charlotte,FL,33981,26.9379,-82.2388,79008,Quantity surveyor,1984-08-31,107021daf2cddbd09a280a2b2d64233f,1334614811,27.025767,-82.729637,1,9
84,778928,778928,2019-11-30 02:55:16,3585740823295298,"fraud_Greenholt, Jacobi and Gleason",gas_transport,54.49,James,Greene,M,082 Hernandez Bypass Apt. 886,Quanah,TX,79252,34.2956,-99.7494,3202,"Librarian, public",1998-03-18,8ce7d4564e90c6568ae8efb95e49a20a,1354244116,33.452121,-99.231939,0,43
